f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jV0400m jV0400f jV0600m jV0600f jV0200m jV0200f jV0800m jV0800f
2.9151e+002 2.77288e+004 171.140 0.00000e+000 0.000 6.62279e-001 -2.916 0.00000e+000 0.000 2.62547e-001 -171.712 1.00000e+000 0.000 2.87101e+002 -8.860 0.00000e+000 0.000 2.03150e-006 -98.860 2.83304e-012 -85.607 2.77288e+000 171.140 3.46609e+000 -8.860
2.9836e+002 2.77131e+004 170.934 0.00000e+000 0.000 6.62075e-001 -2.983 0.00000e+000 0.000 2.62942e-001 -171.538 1.00000e+000 0.000 2.86939e+002 -9.065 0.00000e+000 0.000 2.07813e-006 -99.066 2.90169e-012 -85.512 2.77131e+000 170.934 3.46414e+000 -9.066
3.0539e+002 2.76967e+004 170.725 0.00000e+000 0.000 6.61861e-001 -3.050 0.00000e+000 0.000 2.63353e-001 -171.361 1.00000e+000 0.000 2.86769e+002 -9.275 0.00000e+000 0.000 2.12577e-006 -99.275 2.97210e-012 -85.415 2.76967e+000 170.725 3.46209e+000 -9.275
3.1257e+002 2.76796e+004 170.510 0.00000e+000 0.000 6.61637e-001 -3.119 0.00000e+000 0.000 2.63783e-001 -171.182 1.00000e+000 0.000 2.86592e+002 -9.489 0.00000e+000 0.000 2.17445e-006 -99.490 3.04430e-012 -85.316 2.76796e+000 170.510 3.45995e+000 -9.490
3.1993e+002 2.76617e+004 170.291 0.00000e+000 0.000 6.61403e-001 -3.190 0.00000e+000 0.000 2.64231e-001 -171.000 1.00000e+000 0.000 2.86407e+002 -9.708 0.00000e+000 0.000 2.22418e-006 -99.709 3.11837e-012 -85.215 2.76617e+000 170.291 3.45772e+000 -9.709
3.2745e+002 2.76430e+004 170.067 0.00000e+000 0.000 6.61158e-001 -3.262 0.00000e+000 0.000 2.64698e-001 -170.815 1.00000e+000 0.000 2.86213e+002 -9.932 0.00000e+000 0.000 2.27498e-006 -99.933 3.19434e-012 -85.113 2.76430e+000 170.067 3.45538e+000 -9.933
3.3516e+002 2.76235e+004 169.838 0.00000e+000 0.000 6.60903e-001 -3.335 0.00000e+000 0.000 2.65185e-001 -170.628 1.00000e+000 0.000 2.86011e+002 -10.161 0.00000e+000 0.000 2.32686e-006 -100.162 3.27228e-012 -85.009 2.76235e+000 169.838 3.45293e+000 -10.161
3.4305e+002 2.76030e+004 169.605 0.00000e+000 0.000 6.60636e-001 -3.410 0.00000e+000 0.000 2.65693e-001 -170.438 1.00000e+000 0.000 2.85799e+002 -10.395 0.00000e+000 0.000 2.37985e-006 -100.395 3.35224e-012 -84.904 2.76030e+000 169.605 3.45038e+000 -10.395
3.5112e+002 2.75816e+004 169.365 0.00000e+000 0.000 6.60356e-001 -3.486 0.00000e+000 0.000 2.66223e-001 -170.246 1.00000e+000 0.000 2.85578e+002 -10.634 0.00000e+000 0.000 2.43397e-006 -100.635 3.43428e-012 -84.796 2.75816e+000 169.365 3.44770e+000 -10.635
3.5938e+002 2.75593e+004 169.121 0.00000e+000 0.000 6.60065e-001 -3.564 0.00000e+000 0.000 2.66775e-001 -170.051 1.00000e+000 0.000 2.85346e+002 -10.879 0.00000e+000 0.000 2.48922e-006 -100.879 3.51847e-012 -84.687 2.75593e+000 169.121 3.44491e+000 -10.879
3.6784e+002 2.75360e+004 168.871 0.00000e+000 0.000 6.59760e-001 -3.644 0.00000e+000 0.000 2.67350e-001 -169.854 1.00000e+000 0.000 2.85105e+002 -11.128 0.00000e+000 0.000 2.54564e-006 -101.129 3.60487e-012 -84.576 2.75360e+000 168.871 3.44199e+000 -11.129
3.7649e+002 2.75116e+004 168.616 0.00000e+000 0.000 6.59442e-001 -3.725 0.00000e+000 0.000 2.67949e-001 -169.655 1.00000e+000 0.000 2.84852e+002 -11.383 0.00000e+000 0.000 2.60323e-006 -101.384 3.69354e-012 -84.464 2.75116e+000 168.616 3.43895e+000 -11.384
3.8535e+002 2.74861e+004 168.356 0.00000e+000 0.000 6.59110e-001 -3.807 0.00000e+000 0.000 2.68573e-001 -169.453 1.00000e+000 0.000 2.84588e+002 -11.644 0.00000e+000 0.000 2.66202e-006 -101.644 3.78456e-012 -84.350 2.74861e+000 168.356 3.43576e+000 -11.644
3.9442e+002 2.74595e+004 168.089 0.00000e+000 0.000 6.58763e-001 -3.892 0.00000e+000 0.000 2.69223e-001 -169.249 1.00000e+000 0.000 2.84313e+002 -11.910 0.00000e+000 0.000 2.72202e-006 -101.911 3.87800e-012 -84.234 2.74595e+000 168.089 3.43243e+000 -11.911
4.0370e+002 2.74317e+004 167.817 0.00000e+000 0.000 6.58401e-001 -3.978 0.00000e+000 0.000 2.69899e-001 -169.044 1.00000e+000 0.000 2.84025e+002 -12.182 0.00000e+000 0.000 2.78325e-006 -102.183 3.97393e-012 -84.117 2.74317e+000 167.817 3.42896e+000 -12.183
4.1320e+002 2.74026e+004 167.540 0.00000e+000 0.000 6.58023e-001 -4.065 0.00000e+000 0.000 2.70603e-001 -168.836 1.00000e+000 0.000 2.83724e+002 -12.460 0.00000e+000 0.000 2.84573e-006 -102.460 4.07242e-012 -83.998 2.74026e+000 167.540 3.42533e+000 -12.460
4.2292e+002 2.73723e+004 167.256 0.00000e+000 0.000 6.57628e-001 -4.154 0.00000e+000 0.000 2.71335e-001 -168.627 1.00000e+000 0.000 2.83410e+002 -12.744 0.00000e+000 0.000 2.90947e-006 -102.744 4.17357e-012 -83.878 2.73723e+000 167.256 3.42154e+000 -12.744
4.3288e+002 2.73406e+004 166.966 0.00000e+000 0.000 6.57216e-001 -4.245 0.00000e+000 0.000 2.72096e-001 -168.416 1.00000e+000 0.000 2.83083e+002 -13.034 0.00000e+000 0.000 2.97449e-006 -103.034 4.27744e-012 -83.756 2.73406e+000 166.966 3.41758e+000 -13.034
4.4306e+002 2.73076e+004 166.670 0.00000e+000 0.000 6.56787e-001 -4.337 0.00000e+000 0.000 2.72888e-001 -168.203 1.00000e+000 0.000 2.82740e+002 -13.329 0.00000e+000 0.000 3.04080e-006 -103.330 4.38414e-012 -83.633 2.73076e+000 166.670 3.41345e+000 -13.330
4.5349e+002 2.72731e+004 166.368 0.00000e+000 0.000 6.56338e-001 -4.431 0.00000e+000 0.000 2.73711e-001 -167.989 1.00000e+000 0.000 2.82383e+002 -13.632 0.00000e+000 0.000 3.10842e-006 -103.632 4.49374e-012 -83.509 2.72731e+000 166.368 3.40914e+000 -13.632
4.6416e+002 2.72371e+004 166.060 0.00000e+000 0.000 6.55871e-001 -4.527 0.00000e+000 0.000 2.74565e-001 -167.774 1.00000e+000 0.000 2.82011e+002 -13.940 0.00000e+000 0.000 3.17737e-006 -103.940 4.60633e-012 -83.383 2.72371e+000 166.060 3.40464e+000 -13.940
4.7508e+002 2.71996e+004 165.745 0.00000e+000 0.000 6.55384e-001 -4.624 0.00000e+000 0.000 2.75453e-001 -167.557 1.00000e+000 0.000 2.81622e+002 -14.255 0.00000e+000 0.000 3.24765e-006 -104.255 4.72203e-012 -83.256 2.71996e+000 165.745 3.39994e+000 -14.255
4.8626e+002 2.71604e+004 165.424 0.00000e+000 0.000 6.54876e-001 -4.723 0.00000e+000 0.000 2.76375e-001 -167.340 1.00000e+000 0.000 2.81216e+002 -14.576 0.00000e+000 0.000 3.31928e-006 -104.576 4.84091e-012 -83.127 2.71604e+000 165.424 3.39505e+000 -14.576
4.9770e+002 2.71195e+004 165.096 0.00000e+000 0.000 6.54346e-001 -4.824 0.00000e+000 0.000 2.77332e-001 -167.122 1.00000e+000 0.000 2.80793e+002 -14.904 0.00000e+000 0.000 3.39228e-006 -104.904 4.96309e-012 -82.998 2.71195e+000 165.096 3.38994e+000 -14.904
5.0941e+002 2.70769e+004 164.761 0.00000e+000 0.000 6.53794e-001 -4.927 0.00000e+000 0.000 2.78325e-001 -166.903 1.00000e+000 0.000 2.80352e+002 -15.239 0.00000e+000 0.000 3.46665e-006 -105.239 5.08868e-012 -82.867 2.70769e+000 164.761 3.38461e+000 -15.239
5.2140e+002 2.70325e+004 164.420 0.00000e+000 0.000 6.53219e-001 -5.031 0.00000e+000 0.000 2.79355e-001 -166.685 1.00000e+000 0.000 2.79892e+002 -15.580 0.00000e+000 0.000 3.54240e-006 -105.580 5.21778e-012 -82.736 2.70325e+000 164.420 3.37906e+000 -15.580
5.3367e+002 2.69862e+004 164.072 0.00000e+000 0.000 6.52620e-001 -5.136 0.00000e+000 0.000 2.80422e-001 -166.466 1.00000e+000 0.000 2.79412e+002 -15.928 0.00000e+000 0.000 3.61954e-006 -105.928 5.35051e-012 -82.603 2.69862e+000 164.072 3.37327e+000 -15.928
5.4623e+002 2.69379e+004 163.716 0.00000e+000 0.000 6.51997e-001 -5.244 0.00000e+000 0.000 2.81528e-001 -166.247 1.00000e+000 0.000 2.78913e+002 -16.283 0.00000e+000 0.000 3.69809e-006 -106.284 5.48698e-012 -82.470 2.69379e+000 163.716 3.36724e+000 -16.283
5.5908e+002 2.68876e+004 163.354 0.00000e+000 0.000 6.51348e-001 -5.353 0.00000e+000 0.000 2.82674e-001 -166.028 1.00000e+000 0.000 2.78392e+002 -16.645 0.00000e+000 0.000 3.77804e-006 -106.646 5.62733e-012 -82.336 2.68876e+000 163.354 3.36095e+000 -16.646
5.7224e+002 2.68353e+004 162.985 0.00000e+000 0.000 6.50672e-001 -5.464 0.00000e+000 0.000 2.83860e-001 -165.810 1.00000e+000 0.000 2.77850e+002 -17.015 0.00000e+000 0.000 3.85941e-006 -107.015 5.77167e-012 -82.201 2.68353e+000 162.985 3.35441e+000 -17.015
5.8570e+002 2.67807e+004 162.608 0.00000e+000 0.000 6.49969e-001 -5.576 0.00000e+000 0.000 2.85088e-001 -165.593 1.00000e+000 0.000 2.77285e+002 -17.391 0.00000e+000 0.000 3.94220e-006 -107.392 5.92015e-012 -82.067 2.67807e+000 162.608 3.34759e+000 -17.391
5.9948e+002 2.67239e+004 162.225 0.00000e+000 0.000 6.49239e-001 -5.690 0.00000e+000 0.000 2.86358e-001 -165.377 1.00000e+000 0.000 2.76697e+002 -17.775 0.00000e+000 0.000 4.02641e-006 -107.775 6.07289e-012 -81.931 2.67239e+000 162.225 3.34049e+000 -17.775
6.1359e+002 2.66648e+004 161.834 0.00000e+000 0.000 6.48478e-001 -5.805 0.00000e+000 0.000 2.87671e-001 -165.162 1.00000e+000 0.000 2.76085e+002 -18.166 0.00000e+000 0.000 4.11204e-006 -108.166 6.23004e-012 -81.796 2.66648e+000 161.834 3.33310e+000 -18.166
6.2803e+002 2.66033e+004 161.435 0.00000e+000 0.000 6.47688e-001 -5.922 0.00000e+000 0.000 2.89028e-001 -164.949 1.00000e+000 0.000 2.75449e+002 -18.564 0.00000e+000 0.000 4.19910e-006 -108.565 6.39175e-012 -81.660 2.66033e+000 161.435 3.32542e+000 -18.565
6.4281e+002 2.65394e+004 161.029 0.00000e+000 0.000 6.46868e-001 -6.040 0.00000e+000 0.000 2.90429e-001 -164.738 1.00000e+000 0.000 2.74786e+002 -18.970 0.00000e+000 0.000 4.28757e-006 -108.971 6.55816e-012 -81.525 2.65394e+000 161.029 3.31742e+000 -18.971
6.5793e+002 2.64729e+004 160.616 0.00000e+000 0.000 6.46015e-001 -6.160 0.00000e+000 0.000 2.91876e-001 -164.529 1.00000e+000 0.000 2.74097e+002 -19.384 0.00000e+000 0.000 4.37746e-006 -109.384 6.72944e-012 -81.389 2.64729e+000 160.616 3.30911e+000 -19.384
6.7342e+002 2.64037e+004 160.195 0.00000e+000 0.000 6.45130e-001 -6.281 0.00000e+000 0.000 2.93368e-001 -164.322 1.00000e+000 0.000 2.73381e+002 -19.805 0.00000e+000 0.000 4.46876e-006 -109.805 6.90574e-012 -81.255 2.64037e+000 160.195 3.30046e+000 -19.805
6.8926e+002 2.63318e+004 159.766 0.00000e+000 0.000 6.44211e-001 -6.403 0.00000e+000 0.000 2.94907e-001 -164.119 1.00000e+000 0.000 2.72637e+002 -20.233 0.00000e+000 0.000 4.56147e-006 -110.234 7.08723e-012 -81.120 2.63318e+000 159.766 3.29148e+000 -20.234
7.0548e+002 2.62572e+004 159.330 0.00000e+000 0.000 6.43257e-001 -6.527 0.00000e+000 0.000 2.96493e-001 -163.918 1.00000e+000 0.000 2.71864e+002 -20.670 0.00000e+000 0.000 4.65556e-006 -110.670 7.27408e-012 -80.987 2.62572e+000 159.330 3.28214e+000 -20.670
7.2208e+002 2.61796e+004 158.886 0.00000e+000 0.000 6.42269e-001 -6.652 0.00000e+000 0.000 2.98127e-001 -163.721 1.00000e+000 0.000 2.71061e+002 -21.114 0.00000e+000 0.000 4.75104e-006 -111.114 7.46647e-012 -80.854 2.61796e+000 158.886 3.27245e+000 -21.114
7.3907e+002 2.60991e+004 158.434 0.00000e+000 0.000 6.41244e-001 -6.778 0.00000e+000 0.000 2.99808e-001 -163.528 1.00000e+000 0.000 2.70228e+002 -21.565 0.00000e+000 0.000 4.84788e-006 -111.566 7.66459e-012 -80.722 2.60991e+000 158.434 3.26239e+000 -21.566
7.5646e+002 2.60156e+004 157.975 0.00000e+000 0.000 6.40181e-001 -6.905 0.00000e+000 0.000 3.01538e-001 -163.339 1.00000e+000 0.000 2.69363e+002 -22.025 0.00000e+000 0.000 4.94608e-006 -112.025 7.86861e-012 -80.592 2.60156e+000 157.975 3.25194e+000 -22.025
7.7426e+002 2.59289e+004 157.508 0.00000e+000 0.000 6.39081e-001 -7.034 0.00000e+000 0.000 3.03316e-001 -163.154 1.00000e+000 0.000 2.68465e+002 -22.492 0.00000e+000 0.000 5.04560e-006 -112.492 8.07875e-012 -80.463 2.59289e+000 157.508 3.24111e+000 -22.492
7.9248e+002 2.58390e+004 157.033 0.00000e+000 0.000 6.37942e-001 -7.163 0.00000e+000 0.000 3.05142e-001 -162.974 1.00000e+000 0.000 2.67535e+002 -22.967 0.00000e+000 0.000 5.14642e-006 -112.967 8.29518e-012 -80.336 2.58390e+000 157.033 3.22988e+000 -22.967
8.1113e+002 2.57459e+004 156.550 0.00000e+000 0.000 6.36764e-001 -7.293 0.00000e+000 0.000 3.07018e-001 -162.800 1.00000e+000 0.000 2.66570e+002 -23.449 0.00000e+000 0.000 5.24853e-006 -113.450 8.51813e-012 -80.210 2.57459e+000 156.550 3.21823e+000 -23.450
8.3022e+002 2.56493e+004 156.060 0.00000e+000 0.000 6.35545e-001 -7.423 0.00000e+000 0.000 3.08941e-001 -162.630 1.00000e+000 0.000 2.65571e+002 -23.940 0.00000e+000 0.000 5.35190e-006 -113.940 8.74780e-012 -80.087 2.56493e+000 156.060 3.20617e+000 -23.940
8.4975e+002 2.55494e+004 155.562 0.00000e+000 0.000 6.34285e-001 -7.555 0.00000e+000 0.000 3.10914e-001 -162.467 1.00000e+000 0.000 2.64536e+002 -24.438 0.00000e+000 0.000 5.45648e-006 -114.438 8.98440e-012 -79.966 2.55494e+000 155.562 3.19367e+000 -24.438
8.6975e+002 2.54459e+004 155.056 0.00000e+000 0.000 6.32984e-001 -7.686 0.00000e+000 0.000 3.12934e-001 -162.309 1.00000e+000 0.000 2.63464e+002 -24.944 0.00000e+000 0.000 5.56226e-006 -114.944 9.22816e-012 -79.847 2.54459e+000 155.056 3.18074e+000 -24.944
8.9022e+002 2.53388e+004 154.543 0.00000e+000 0.000 6.31640e-001 -7.819 0.00000e+000 0.000 3.15003e-001 -162.158 1.00000e+000 0.000 2.62356e+002 -25.457 0.00000e+000 0.000 5.66919e-006 -115.457 9.47930e-012 -79.731 2.53388e+000 154.543 3.16735e+000 -25.457
9.1116e+002 2.52281e+004 154.022 0.00000e+000 0.000 6.30253e-001 -7.951 0.00000e+000 0.000 3.17119e-001 -162.013 1.00000e+000 0.000 2.61209e+002 -25.978 0.00000e+000 0.000 5.77724e-006 -115.978 9.73806e-012 -79.618 2.52281e+000 154.022 3.15351e+000 -25.978
9.3260e+002 2.51136e+004 153.493 0.00000e+000 0.000 6.28822e-001 -8.084 0.00000e+000 0.000 3.19282e-001 -161.876 1.00000e+000 0.000 2.60024e+002 -26.506 0.00000e+000 0.000 5.88635e-006 -116.507 1.00047e-011 -79.508 2.51136e+000 153.493 3.13920e+000 -26.507
9.5455e+002 2.49954e+004 152.957 0.00000e+000 0.000 6.27347e-001 -8.216 0.00000e+000 0.000 3.21491e-001 -161.745 1.00000e+000 0.000 2.58800e+002 -27.042 0.00000e+000 0.000 5.99649e-006 -117.043 1.02794e-011 -79.402 2.49954e+000 152.957 3.12442e+000 -27.043
9.7701e+002 2.48733e+004 152.414 0.00000e+000 0.000 6.25828e-001 -8.349 0.00000e+000 0.000 3.23745e-001 -161.623 1.00000e+000 0.000 2.57535e+002 -27.586 0.00000e+000 0.000 6.10761e-006 -117.586 1.05624e-011 -79.299 2.48733e+000 152.414 3.10916e+000 -27.586
1.0000e+003 2.47472e+004 151.863 0.00000e+000 0.000 6.24265e-001 -8.481 0.00000e+000 0.000 3.26044e-001 -161.508 1.00000e+000 0.000 2.56231e+002 -28.136 0.00000e+000 0.000 6.21966e-006 -118.137 1.08540e-011 -79.199 2.47472e+000 151.863 3.09340e+000 -28.137
1.0235e+003 2.46172e+004 151.306 0.00000e+000 0.000 6.22656e-001 -8.613 0.00000e+000 0.000 3.28386e-001 -161.401 1.00000e+000 0.000 2.54885e+002 -28.694 0.00000e+000 0.000 6.33257e-006 -118.694 1.11545e-011 -79.104 2.46172e+000 151.306 3.07716e+000 -28.694
1.0476e+003 2.44832e+004 150.741 0.00000e+000 0.000 6.21002e-001 -8.744 0.00000e+000 0.000 3.30771e-001 -161.302 1.00000e+000 0.000 2.53497e+002 -29.259 0.00000e+000 0.000 6.44630e-006 -119.259 1.14641e-011 -79.013 2.44832e+000 150.741 3.06040e+000 -29.259
1.0723e+003 2.43452e+004 150.169 0.00000e+000 0.000 6.19303e-001 -8.875 0.00000e+000 0.000 3.33196e-001 -161.212 1.00000e+000 0.000 2.52068e+002 -29.830 0.00000e+000 0.000 6.56078e-006 -119.831 1.17831e-011 -78.926 2.43452e+000 150.169 3.04315e+000 -29.831
1.0975e+003 2.42030e+004 149.591 0.00000e+000 0.000 6.17559e-001 -9.004 0.00000e+000 0.000 3.35661e-001 -161.130 1.00000e+000 0.000 2.50596e+002 -30.409 0.00000e+000 0.000 6.67595e-006 -120.409 1.21117e-011 -78.844 2.42030e+000 149.591 3.02538e+000 -30.409
1.1233e+003 2.40567e+004 149.006 0.00000e+000 0.000 6.15769e-001 -9.132 0.00000e+000 0.000 3.38164e-001 -161.057 1.00000e+000 0.000 2.49081e+002 -30.994 0.00000e+000 0.000 6.79174e-006 -120.994 1.24502e-011 -78.767 2.40567e+000 149.006 3.00709e+000 -30.994
1.1498e+003 2.39063e+004 148.414 0.00000e+000 0.000 6.13935e-001 -9.259 0.00000e+000 0.000 3.40703e-001 -160.994 1.00000e+000 0.000 2.47523e+002 -31.585 0.00000e+000 0.000 6.90808e-006 -121.586 1.27990e-011 -78.694 2.39063e+000 148.414 2.98828e+000 -31.586
1.1768e+003 2.37516e+004 147.817 0.00000e+000 0.000 6.12056e-001 -9.385 0.00000e+000 0.000 3.43277e-001 -160.939 1.00000e+000 0.000 2.45922e+002 -32.183 0.00000e+000 0.000 7.02490e-006 -122.183 1.31582e-011 -78.627 2.37516e+000 147.817 2.96895e+000 -32.183
1.2045e+003 2.35928e+004 147.213 0.00000e+000 0.000 6.10133e-001 -9.509 0.00000e+000 0.000 3.45883e-001 -160.894 1.00000e+000 0.000 2.44278e+002 -32.786 0.00000e+000 0.000 7.14213e-006 -122.787 1.35281e-011 -78.565 2.35928e+000 147.213 2.94910e+000 -32.787
1.2328e+003 2.34298e+004 146.603 0.00000e+000 0.000 6.08166e-001 -9.631 0.00000e+000 0.000 3.48520e-001 -160.858 1.00000e+000 0.000 2.42590e+002 -33.396 0.00000e+000 0.000 7.25968e-006 -123.397 1.39091e-011 -78.508 2.34298e+000 146.603 2.92873e+000 -33.397
1.2619e+003 2.32626e+004 145.988 0.00000e+000 0.000 6.06157e-001 -9.751 0.00000e+000 0.000 3.51185e-001 -160.832 1.00000e+000 0.000 2.40859e+002 -34.011 0.00000e+000 0.000 7.37748e-006 -124.012 1.43014e-011 -78.457 2.32626e+000 145.988 2.90783e+000 -34.012
1.2915e+003 2.30912e+004 145.368 0.00000e+000 0.000 6.04105e-001 -9.868 0.00000e+000 0.000 3.53876e-001 -160.816 1.00000e+000 0.000 2.39084e+002 -34.632 0.00000e+000 0.000 7.49546e-006 -124.632 1.47054e-011 -78.412 2.30912e+000 145.368 2.88640e+000 -34.632
1.3219e+003 2.29157e+004 144.742 0.00000e+000 0.000 6.02012e-001 -9.983 0.00000e+000 0.000 3.56591e-001 -160.808 1.00000e+000 0.000 2.37267e+002 -35.257 0.00000e+000 0.000 7.61351e-006 -125.258 1.51212e-011 -78.372 2.29157e+000 144.742 2.86446e+000 -35.258
1.3530e+003 2.27360e+004 144.111 0.00000e+000 0.000 5.99879e-001 -10.095 0.00000e+000 0.000 3.59328e-001 -160.811 1.00000e+000 0.000 2.35407e+002 -35.888 0.00000e+000 0.000 7.73157e-006 -125.889 1.55493e-011 -78.338 2.27360e+000 144.111 2.84200e+000 -35.888
1.3849e+003 2.25523e+004 143.476 0.00000e+000 0.000 5.97706e-001 -10.205 0.00000e+000 0.000 3.62084e-001 -160.823 1.00000e+000 0.000 2.33504e+002 -36.523 0.00000e+000 0.000 7.84954e-006 -126.524 1.59899e-011 -78.311 2.25523e+000 143.476 2.81903e+000 -36.524
1.4175e+003 2.23645e+004 142.837 0.00000e+000 0.000 5.95496e-001 -10.311 0.00000e+000 0.000 3.64856e-001 -160.845 1.00000e+000 0.000 2.31560e+002 -37.162 0.00000e+000 0.000 7.96734e-006 -127.163 1.64433e-011 -78.289 2.23645e+000 142.837 2.79556e+000 -37.163
1.4508e+003 2.21727e+004 142.193 0.00000e+000 0.000 5.93250e-001 -10.413 0.00000e+000 0.000 3.67641e-001 -160.876 1.00000e+000 0.000 2.29574e+002 -37.806 0.00000e+000 0.000 8.08488e-006 -127.807 1.69098e-011 -78.273 2.21727e+000 142.193 2.77158e+000 -37.807
1.4850e+003 2.19769e+004 141.546 0.00000e+000 0.000 5.90969e-001 -10.513 0.00000e+000 0.000 3.70438e-001 -160.917 1.00000e+000 0.000 2.27547e+002 -38.453 0.00000e+000 0.000 8.20208e-006 -128.454 1.73897e-011 -78.264 2.19769e+000 141.546 2.74712e+000 -38.454
1.5199e+003 2.17773e+004 140.895 0.00000e+000 0.000 5.88655e-001 -10.608 0.00000e+000 0.000 3.73243e-001 -160.967 1.00000e+000 0.000 2.25480e+002 -39.104 0.00000e+000 0.000 8.31883e-006 -129.105 1.78833e-011 -78.260 2.17773e+000 140.895 2.72217e+000 -39.104
1.5557e+003 2.15739e+004 140.242 0.00000e+000 0.000 5.86309e-001 -10.700 0.00000e+000 0.000 3.76054e-001 -161.027 1.00000e+000 0.000 2.23375e+002 -39.757 0.00000e+000 0.000 8.43507e-006 -129.758 1.83909e-011 -78.263 2.15739e+000 140.242 2.69674e+000 -39.758
1.5923e+003 2.13669e+004 139.585 0.00000e+000 0.000 5.83934e-001 -10.787 0.00000e+000 0.000 3.78868e-001 -161.095 1.00000e+000 0.000 2.21231e+002 -40.414 0.00000e+000 0.000 8.55069e-006 -130.415 1.89128e-011 -78.272 2.13669e+000 139.585 2.67086e+000 -40.415
1.6298e+003 2.11562e+004 138.926 0.00000e+000 0.000 5.81531e-001 -10.870 0.00000e+000 0.000 3.81681e-001 -161.173 1.00000e+000 0.000 2.19050e+002 -41.073 0.00000e+000 0.000 8.66561e-006 -131.074 1.94494e-011 -78.287 2.11562e+000 138.926 2.64453e+000 -41.074
1.6681e+003 2.09421e+004 138.265 0.00000e+000 0.000 5.79103e-001 -10.948 0.00000e+000 0.000 3.84492e-001 -161.259 1.00000e+000 0.000 2.16832e+002 -41.734 0.00000e+000 0.000 8.77974e-006 -131.735 2.00009e-011 -78.309 2.09421e+000 138.265 2.61776e+000 -41.735
1.7074e+003 2.07246e+004 137.602 0.00000e+000 0.000 5.76652e-001 -11.022 0.00000e+000 0.000 3.87297e-001 -161.354 1.00000e+000 0.000 2.14580e+002 -42.397 0.00000e+000 0.000 8.89301e-006 -132.398 2.05677e-011 -78.336 2.07246e+000 137.602 2.59057e+000 -42.397
1.7475e+003 2.05038e+004 136.938 0.00000e+000 0.000 5.74180e-001 -11.090 0.00000e+000 0.000 3.90093e-001 -161.457 1.00000e+000 0.000 2.12295e+002 -43.061 0.00000e+000 0.000 9.00532e-006 -133.062 2.11500e-011 -78.369 2.05038e+000 136.938 2.56298e+000 -43.062
1.7886e+003 2.02800e+004 136.273 0.00000e+000 0.000 5.71690e-001 -11.154 0.00000e+000 0.000 3.92878e-001 -161.568 1.00000e+000 0.000 2.09977e+002 -43.726 0.00000e+000 0.000 9.11659e-006 -133.727 2.17481e-011 -78.408 2.02800e+000 136.273 2.53500e+000 -43.727
1.8307e+003 2.00532e+004 135.607 0.00000e+000 0.000 5.69183e-001 -11.213 0.00000e+000 0.000 3.95650e-001 -161.687 1.00000e+000 0.000 2.07628e+002 -44.392 0.00000e+000 0.000 9.22675e-006 -134.393 2.23625e-011 -78.453 2.00532e+000 135.607 2.50664e+000 -44.393
1.8738e+003 1.98235e+004 134.941 0.00000e+000 0.000 5.66663e-001 -11.266 0.00000e+000 0.000 3.98405e-001 -161.814 1.00000e+000 0.000 2.05251e+002 -45.058 0.00000e+000 0.000 9.33571e-006 -135.059 2.29933e-011 -78.504 1.98235e+000 134.941 2.47794e+000 -45.059
1.9179e+003 1.95912e+004 134.274 0.00000e+000 0.000 5.64131e-001 -11.313 0.00000e+000 0.000 4.01140e-001 -161.949 1.00000e+000 0.000 2.02845e+002 -45.724 0.00000e+000 0.000 9.44341e-006 -135.726 2.36410e-011 -78.560 1.95912e+000 134.274 2.44890e+000 -45.725
1.9630e+003 1.93564e+004 133.609 0.00000e+000 0.000 5.61592e-001 -11.355 0.00000e+000 0.000 4.03854e-001 -162.090 1.00000e+000 0.000 2.00414e+002 -46.390 0.00000e+000 0.000 9.54977e-006 -136.391 2.43057e-011 -78.622 1.93564e+000 133.609 2.41955e+000 -46.391
2.0092e+003 1.91192e+004 132.944 0.00000e+000 0.000 5.59046e-001 -11.391 0.00000e+000 0.000 4.06544e-001 -162.238 1.00000e+000 0.000 1.97958e+002 -47.055 0.00000e+000 0.000 9.65472e-006 -137.056 2.49880e-011 -78.689 1.91192e+000 132.944 2.38990e+000 -47.056
2.0565e+003 1.88799e+004 132.280 0.00000e+000 0.000 5.56498e-001 -11.422 0.00000e+000 0.000 4.09207e-001 -162.393 1.00000e+000 0.000 1.95480e+002 -47.719 0.00000e+000 0.000 9.75820e-006 -137.720 2.56880e-011 -78.761 1.88799e+000 132.280 2.35998e+000 -47.720
2.1049e+003 1.86385e+004 131.617 0.00000e+000 0.000 5.53949e-001 -11.446 0.00000e+000 0.000 4.11842e-001 -162.554 1.00000e+000 0.000 1.92981e+002 -48.382 0.00000e+000 0.000 9.86014e-006 -138.383 2.64061e-011 -78.838 1.86385e+000 131.617 2.32981e+000 -48.383
2.1544e+003 1.83953e+004 130.956 0.00000e+000 0.000 5.51402e-001 -11.465 0.00000e+000 0.000 4.14445e-001 -162.720 1.00000e+000 0.000 1.90464e+002 -49.042 0.00000e+000 0.000 9.96049e-006 -139.044 2.71427e-011 -78.920 1.83953e+000 130.956 2.29942e+000 -49.043
2.2051e+003 1.81505e+004 130.298 0.00000e+000 0.000 5.48860e-001 -11.478 0.00000e+000 0.000 4.17015e-001 -162.893 1.00000e+000 0.000 1.87929e+002 -49.701 0.00000e+000 0.000 1.00592e-005 -139.702 2.78980e-011 -79.006 1.81505e+000 130.298 2.26882e+000 -49.702
