f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jV0400m jV0400f jV0600m jV0600f jV0200m jV0200f jV0800m jV0800f
1.3219e+008 3.89203e-001 77.663 0.00000e+000 -0.000 4.45316e-001 0.113 0.00000e+000 -0.000 4.93400e-001 168.397 1.00000e+000 -0.000 6.70423e-003 -48.624 0.00000e+000 -180.000 1.29636e-005 167.024 1.90602e-006 -91.059 4.00305e-005 78.011 4.97151e-005 -87.507
1.3530e+008 3.79904e-001 77.379 0.00000e+000 -0.000 4.45318e-001 0.116 0.00000e+000 -0.000 4.92975e-001 168.130 1.00000e+000 -0.000 6.64281e-003 -48.254 0.00000e+000 -180.000 1.29532e-005 166.726 1.95058e-006 -91.082 3.91255e-005 77.752 4.85752e-005 -87.454
1.3849e+008 3.70812e-001 77.090 0.00000e+000 -0.000 4.45320e-001 0.119 0.00000e+000 -0.000 4.92531e-001 167.858 1.00000e+000 -0.000 6.58328e-003 -47.894 0.00000e+000 -180.000 1.29423e-005 166.421 1.99617e-006 -91.106 3.82417e-005 77.489 4.74615e-005 -87.401
1.4175e+008 3.61921e-001 76.794 0.00000e+000 -0.000 4.45323e-001 0.121 0.00000e+000 -0.000 4.92067e-001 167.580 1.00000e+000 -0.000 6.52558e-003 -47.545 0.00000e+000 -180.000 1.29309e-005 166.110 2.04281e-006 -91.130 3.73786e-005 77.222 4.63734e-005 -87.346
1.4508e+008 3.53227e-001 76.491 0.00000e+000 -0.000 4.45325e-001 0.124 0.00000e+000 -0.000 4.91582e-001 167.295 1.00000e+000 -0.000 6.46964e-003 -47.207 0.00000e+000 -180.000 1.29191e-005 165.792 2.09052e-006 -91.155 3.65357e-005 76.950 4.53102e-005 -87.291
1.4850e+008 3.44725e-001 76.183 0.00000e+000 -0.000 4.45328e-001 0.127 0.00000e+000 -0.000 4.91076e-001 167.005 1.00000e+000 -0.000 6.41538e-003 -46.880 0.00000e+000 -180.000 1.29067e-005 165.466 2.13934e-006 -91.180 3.57125e-005 76.673 4.42713e-005 -87.234
1.5199e+008 3.36411e-001 75.867 0.00000e+000 -0.000 4.45330e-001 0.130 0.00000e+000 -0.000 4.90547e-001 166.708 1.00000e+000 -0.000 6.36272e-003 -46.565 0.00000e+000 -180.000 1.28937e-005 165.134 2.18927e-006 -91.205 3.49086e-005 76.392 4.32563e-005 -87.177
1.5557e+008 3.28280e-001 75.545 0.00000e+000 -0.000 4.45333e-001 0.133 0.00000e+000 -0.000 4.89995e-001 166.405 1.00000e+000 -0.000 6.31159e-003 -46.262 0.00000e+000 -180.000 1.28802e-005 164.795 2.24036e-006 -91.231 3.41236e-005 76.107 4.22645e-005 -87.119
1.5923e+008 3.20329e-001 75.215 0.00000e+000 -0.000 4.45336e-001 0.136 0.00000e+000 -0.000 4.89419e-001 166.095 1.00000e+000 -0.000 6.26192e-003 -45.971 0.00000e+000 -180.000 1.28661e-005 164.449 2.29261e-006 -91.258 3.33571e-005 75.817 4.12955e-005 -87.061
1.6298e+008 3.12552e-001 74.879 0.00000e+000 -0.000 4.45339e-001 0.139 0.00000e+000 -0.000 4.88817e-001 165.779 1.00000e+000 -0.000 6.21365e-003 -45.693 0.00000e+000 -180.000 1.28514e-005 164.095 2.34607e-006 -91.284 3.26086e-005 75.524 4.03485e-005 -87.001
1.6681e+008 3.04945e-001 74.536 0.00000e+000 -0.000 4.45342e-001 0.143 0.00000e+000 -0.000 4.88189e-001 165.457 1.00000e+000 -0.000 6.16670e-003 -45.428 0.00000e+000 -180.000 1.28360e-005 163.733 2.40075e-006 -91.312 3.18777e-005 75.226 3.94233e-005 -86.941
1.7074e+008 2.97506e-001 74.185 0.00000e+000 -0.000 4.45346e-001 0.146 0.00000e+000 -0.000 4.87534e-001 165.127 1.00000e+000 -0.000 6.12100e-003 -45.177 0.00000e+000 -180.000 1.28200e-005 163.364 2.45668e-006 -91.340 3.11641e-005 74.924 3.85191e-005 -86.880
1.7475e+008 2.90229e-001 73.828 0.00000e+000 -0.000 4.45349e-001 0.149 0.00000e+000 -0.000 4.86850e-001 164.791 1.00000e+000 -0.000 6.07650e-003 -44.938 0.00000e+000 -180.000 1.28032e-005 162.988 2.51389e-006 -91.368 3.04673e-005 74.618 3.76356e-005 -86.818
1.7886e+008 2.83111e-001 73.462 0.00000e+000 -0.000 4.45353e-001 0.153 0.00000e+000 -0.000 4.86137e-001 164.447 1.00000e+000 -0.000 6.03311e-003 -44.714 0.00000e+000 -180.000 1.27858e-005 162.603 2.57240e-006 -91.396 2.97869e-005 74.308 3.67722e-005 -86.755
1.8307e+008 2.76148e-001 73.090 0.00000e+000 -0.000 4.45356e-001 0.156 0.00000e+000 -0.000 4.85394e-001 164.097 1.00000e+000 -0.000 5.99078e-003 -44.503 0.00000e+000 -180.000 1.27676e-005 162.211 2.63226e-006 -91.426 2.91227e-005 73.994 3.59284e-005 -86.692
1.8738e+008 2.69337e-001 72.709 0.00000e+000 -0.000 4.45360e-001 0.160 0.00000e+000 -0.000 4.84618e-001 163.739 1.00000e+000 -0.000 5.94944e-003 -44.307 0.00000e+000 -180.000 1.27487e-005 161.810 2.69347e-006 -91.455 2.84743e-005 73.677 3.51039e-005 -86.628
1.9179e+008 2.62674e-001 72.321 0.00000e+000 -0.000 4.45364e-001 0.164 0.00000e+000 -0.000 4.83810e-001 163.374 1.00000e+000 -0.000 5.90904e-003 -44.125 0.00000e+000 -180.000 1.27289e-005 161.401 2.75608e-006 -91.485 2.78412e-005 73.356 3.42981e-005 -86.564
1.9630e+008 2.56155e-001 71.925 0.00000e+000 -0.000 4.45369e-001 0.168 0.00000e+000 -0.000 4.82968e-001 163.002 1.00000e+000 -0.000 5.86950e-003 -43.958 0.00000e+000 -180.000 1.27083e-005 160.984 2.82011e-006 -91.516 2.72232e-005 73.032 3.35105e-005 -86.499
2.0092e+008 2.49778e-001 71.521 0.00000e+000 -0.000 4.45373e-001 0.171 0.00000e+000 -0.000 4.82090e-001 162.622 1.00000e+000 -0.000 5.83077e-003 -43.806 0.00000e+000 -180.000 1.26869e-005 160.559 2.88559e-006 -91.546 2.66199e-005 72.705 3.27408e-005 -86.433
2.0565e+008 2.43539e-001 71.109 0.00000e+000 -0.000 4.45378e-001 0.175 0.00000e+000 -0.000 4.81175e-001 162.235 1.00000e+000 -0.000 5.79278e-003 -43.668 0.00000e+000 -180.000 1.26646e-005 160.125 2.95256e-006 -91.578 2.60310e-005 72.375 3.19884e-005 -86.367
2.1049e+008 2.37434e-001 70.689 0.00000e+000 -0.000 4.45383e-001 0.179 0.00000e+000 -0.000 4.80222e-001 161.840 1.00000e+000 -0.000 5.75549e-003 -43.546 0.00000e+000 -180.000 1.26413e-005 159.682 3.02104e-006 -91.609 2.54561e-005 72.043 3.12530e-005 -86.300
2.1544e+008 2.31461e-001 70.260 0.00000e+000 -0.000 4.45388e-001 0.184 0.00000e+000 -0.000 4.79231e-001 161.437 1.00000e+000 -0.000 5.71883e-003 -43.439 0.00000e+000 -180.000 1.26171e-005 159.230 3.09107e-006 -91.641 2.48951e-005 71.707 3.05342e-005 -86.233
2.2051e+008 2.25616e-001 69.823 0.00000e+000 -0.000 4.45393e-001 0.188 0.00000e+000 -0.000 4.78198e-001 161.026 1.00000e+000 -0.000 5.68274e-003 -43.348 0.00000e+000 -180.000 1.25919e-005 158.770 3.16268e-006 -91.674 2.43476e-005 71.370 2.98315e-005 -86.165
2.2570e+008 2.19897e-001 69.378 0.00000e+000 0.000 4.45399e-001 0.192 0.00000e+000 0.000 4.77123e-001 160.607 1.00000e+000 0.000 5.64717e-003 -43.272 0.00000e+000 180.000 1.25657e-005 158.301 3.23591e-006 -91.706 2.38132e-005 71.031 2.91446e-005 -86.097
2.3101e+008 2.14301e-001 68.924 0.00000e+000 0.000 4.45405e-001 0.197 0.00000e+000 0.000 4.76005e-001 160.181 1.00000e+000 0.000 5.61206e-003 -43.211 0.00000e+000 180.000 1.25384e-005 157.823 3.31078e-006 -91.740 2.32917e-005 70.691 2.84730e-005 -86.029
2.3645e+008 2.08825e-001 68.462 0.00000e+000 0.000 4.45411e-001 0.201 0.00000e+000 0.000 4.74842e-001 159.746 1.00000e+000 0.000 5.57737e-003 -43.167 0.00000e+000 180.000 1.25101e-005 157.336 3.38734e-006 -91.773 2.27829e-005 70.349 2.78164e-005 -85.961
2.4201e+008 2.03465e-001 67.991 0.00000e+000 0.000 4.45417e-001 0.206 0.00000e+000 0.000 4.73633e-001 159.303 1.00000e+000 0.000 5.54303e-003 -43.138 0.00000e+000 180.000 1.24806e-005 156.839 3.46561e-006 -91.807 2.22864e-005 70.007 2.71743e-005 -85.892
2.4771e+008 1.98221e-001 67.511 0.00000e+000 0.000 4.45424e-001 0.210 0.00000e+000 0.000 4.72376e-001 158.852 1.00000e+000 0.000 5.50900e-003 -43.125 0.00000e+000 180.000 1.24500e-005 156.334 3.54564e-006 -91.841 2.18020e-005 69.664 2.65465e-005 -85.823
2.5354e+008 1.93088e-001 67.023 0.00000e+000 0.000 4.45431e-001 0.215 0.00000e+000 0.000 4.71070e-001 158.393 1.00000e+000 0.000 5.47522e-003 -43.128 0.00000e+000 180.000 1.24182e-005 155.819 3.62745e-006 -91.875 2.13294e-005 69.322 2.59325e-005 -85.755
2.5950e+008 1.88065e-001 66.525 0.00000e+000 0.000 4.45438e-001 0.220 0.00000e+000 0.000 4.69714e-001 157.926 1.00000e+000 0.000 5.44165e-003 -43.146 0.00000e+000 180.000 1.23852e-005 155.294 3.71109e-006 -91.910 2.08685e-005 68.980 2.53320e-005 -85.686
2.6561e+008 1.83149e-001 66.019 0.00000e+000 0.000 4.45446e-001 0.225 0.00000e+000 0.000 4.68305e-001 157.450 1.00000e+000 0.000 5.40823e-003 -43.181 0.00000e+000 180.000 1.23509e-005 154.761 3.79660e-006 -91.945 2.04189e-005 68.639 2.47446e-005 -85.617
2.7186e+008 1.78337e-001 65.504 0.00000e+000 0.000 4.45453e-001 0.230 0.00000e+000 0.000 4.66843e-001 156.965 1.00000e+000 0.000 5.37493e-003 -43.231 0.00000e+000 180.000 1.23154e-005 154.217 3.88401e-006 -91.980 1.99805e-005 68.300 2.41700e-005 -85.548
2.7826e+008 1.73628e-001 64.979 0.00000e+000 0.000 4.45462e-001 0.235 0.00000e+000 0.000 4.65325e-001 156.472 1.00000e+000 0.000 5.34169e-003 -43.298 0.00000e+000 180.000 1.22785e-005 153.665 3.97336e-006 -92.015 1.95529e-005 67.963 2.36078e-005 -85.480
2.8480e+008 1.69019e-001 64.446 0.00000e+000 0.000 4.45470e-001 0.241 0.00000e+000 0.000 4.63752e-001 155.971 1.00000e+000 0.000 5.30847e-003 -43.380 0.00000e+000 180.000 1.22403e-005 153.102 4.06470e-006 -92.051 1.91361e-005 67.629 2.30578e-005 -85.412
2.9151e+008 1.64508e-001 63.904 0.00000e+000 0.000 4.45479e-001 0.246 0.00000e+000 0.000 4.62120e-001 155.461 1.00000e+000 0.000 5.27522e-003 -43.478 0.00000e+000 180.000 1.22007e-005 152.530 4.15806e-006 -92.086 1.87297e-005 67.299 2.25196e-005 -85.344
2.9836e+008 1.60093e-001 63.353 0.00000e+000 0.000 4.45488e-001 0.252 0.00000e+000 0.000 4.60429e-001 154.943 1.00000e+000 0.000 5.24190e-003 -43.592 0.00000e+000 180.000 1.21597e-005 151.949 4.25348e-006 -92.122 1.83336e-005 66.973 2.19928e-005 -85.277
3.0539e+008 1.55771e-001 62.793 0.00000e+000 0.000 4.45498e-001 0.258 0.00000e+000 0.000 4.58677e-001 154.417 1.00000e+000 0.000 5.20848e-003 -43.721 0.00000e+000 180.000 1.21172e-005 151.358 4.35101e-006 -92.158 1.79477e-005 66.652 2.14772e-005 -85.210
3.1257e+008 1.51542e-001 62.223 0.00000e+000 0.000 4.45508e-001 0.263 0.00000e+000 0.000 4.56863e-001 153.881 1.00000e+000 0.000 5.17490e-003 -43.866 0.00000e+000 180.000 1.20733e-005 150.757 4.45069e-006 -92.193 1.75716e-005 66.336 2.09724e-005 -85.144
3.1993e+008 1.47403e-001 61.645 0.00000e+000 0.000 4.45519e-001 0.269 0.00000e+000 0.000 4.54985e-001 153.338 1.00000e+000 0.000 5.14114e-003 -44.026 0.00000e+000 180.000 1.20278e-005 150.147 4.55257e-006 -92.229 1.72053e-005 66.027 2.04781e-005 -85.079
3.2745e+008 1.43351e-001 61.058 0.00000e+000 0.000 4.45530e-001 0.275 0.00000e+000 0.000 4.53043e-001 152.786 1.00000e+000 0.000 5.10715e-003 -44.202 0.00000e+000 180.000 1.19808e-005 149.528 4.65668e-006 -92.265 1.68485e-005 65.726 1.99941e-005 -85.014
3.3516e+008 1.39387e-001 60.462 0.00000e+000 0.000 4.45541e-001 0.281 0.00000e+000 0.000 4.51035e-001 152.225 1.00000e+000 0.000 5.07290e-003 -44.393 0.00000e+000 180.000 1.19323e-005 148.898 4.76308e-006 -92.300 1.65012e-005 65.433 1.95200e-005 -84.950
3.4305e+008 1.35507e-001 59.857 0.00000e+000 0.000 4.45553e-001 0.288 0.00000e+000 0.000 4.48959e-001 151.656 1.00000e+000 0.000 5.03835e-003 -44.599 0.00000e+000 180.000 1.18822e-005 148.260 4.87181e-006 -92.336 1.61631e-005 65.149 1.90555e-005 -84.887
3.5112e+008 1.31710e-001 59.243 0.00000e+000 0.000 4.45565e-001 0.294 0.00000e+000 0.000 4.46815e-001 151.079 1.00000e+000 0.000 5.00347e-003 -44.820 0.00000e+000 180.000 1.18304e-005 147.612 4.98293e-006 -92.371 1.58342e-005 64.875 1.86004e-005 -84.825
3.5938e+008 1.27994e-001 58.621 0.00000e+000 0.000 4.45578e-001 0.301 0.00000e+000 0.000 4.44602e-001 150.494 1.00000e+000 0.000 4.96822e-003 -45.055 0.00000e+000 180.000 1.17771e-005 146.955 5.09647e-006 -92.406 1.55143e-005 64.612 1.81543e-005 -84.764
3.6784e+008 1.24359e-001 57.990 0.00000e+000 0.000 4.45592e-001 0.307 0.00000e+000 0.000 4.42318e-001 149.901 1.00000e+000 0.000 4.93259e-003 -45.305 0.00000e+000 180.000 1.17221e-005 146.288 5.21249e-006 -92.441 1.52032e-005 64.362 1.77171e-005 -84.704
3.7649e+008 1.20801e-001 57.351 0.00000e+000 0.000 4.45605e-001 0.314 0.00000e+000 0.000 4.39963e-001 149.299 1.00000e+000 0.000 4.89653e-003 -45.569 0.00000e+000 180.000 1.16654e-005 145.613 5.33104e-006 -92.476 1.49009e-005 64.126 1.72884e-005 -84.645
3.8535e+008 1.17321e-001 56.703 0.00000e+000 0.000 4.45620e-001 0.321 0.00000e+000 0.000 4.37536e-001 148.690 1.00000e+000 0.000 4.86003e-003 -45.848 0.00000e+000 180.000 1.16071e-005 144.928 5.45217e-006 -92.510 1.46073e-005 63.903 1.68680e-005 -84.587
3.9442e+008 1.13917e-001 56.047 0.00000e+000 0.000 4.45635e-001 0.328 0.00000e+000 0.000 4.35035e-001 148.072 1.00000e+000 0.000 4.82306e-003 -46.140 0.00000e+000 180.000 1.15470e-005 144.235 5.57594e-006 -92.544 1.43222e-005 63.697 1.64555e-005 -84.530
4.0370e+008 1.10587e-001 55.383 0.00000e+000 0.000 4.45651e-001 0.336 0.00000e+000 0.000 4.32461e-001 147.447 1.00000e+000 0.000 4.78559e-003 -46.445 0.00000e+000 180.000 1.14853e-005 143.533 5.70240e-006 -92.577 1.40457e-005 63.507 1.60508e-005 -84.475
4.1320e+008 1.07329e-001 54.710 0.00000e+000 0.000 4.45667e-001 0.343 0.00000e+000 0.000 4.29813e-001 146.815 1.00000e+000 0.000 4.74761e-003 -46.764 0.00000e+000 180.000 1.14218e-005 142.823 5.83161e-006 -92.610 1.37775e-005 63.336 1.56537e-005 -84.421
4.2292e+008 1.04144e-001 54.031 0.00000e+000 0.000 4.45684e-001 0.351 0.00000e+000 0.000 4.27091e-001 146.175 1.00000e+000 0.000 4.70909e-003 -47.095 0.00000e+000 180.000 1.13567e-005 142.104 5.96363e-006 -92.642 1.35177e-005 63.183 1.52637e-005 -84.368
4.3288e+008 1.01029e-001 53.343 0.00000e+000 0.000 4.45702e-001 0.358 0.00000e+000 0.000 4.24293e-001 145.528 1.00000e+000 0.000 4.67003e-003 -47.440 0.00000e+000 180.000 1.12899e-005 141.378 6.09851e-006 -92.674 1.32662e-005 63.051 1.48808e-005 -84.317
4.4306e+008 9.79835e-002 52.648 0.00000e+000 0.000 4.45720e-001 0.366 0.00000e+000 0.000 4.21421e-001 144.873 1.00000e+000 0.000 4.63039e-003 -47.796 0.00000e+000 180.000 1.12213e-005 140.643 6.23632e-006 -92.705 1.30230e-005 62.941 1.45046e-005 -84.267
4.5349e+008 9.50064e-002 51.946 0.00000e+000 0.000 4.45739e-001 0.374 0.00000e+000 0.000 4.18473e-001 144.212 1.00000e+000 0.000 4.59018e-003 -48.165 0.00000e+000 180.000 1.11511e-005 139.901 6.37712e-006 -92.735 1.27880e-005 62.854 1.41350e-005 -84.218
4.6416e+008 9.20966e-002 51.238 0.00000e+000 0.000 4.45759e-001 0.382 0.00000e+000 0.000 4.15451e-001 143.545 1.00000e+000 0.000 4.54938e-003 -48.545 0.00000e+000 180.000 1.10792e-005 139.151 6.52097e-006 -92.765 1.25613e-005 62.791 1.37717e-005 -84.170
4.7508e+008 8.92530e-002 50.522 0.00000e+000 0.000 4.45779e-001 0.390 0.00000e+000 0.000 4.12353e-001 142.870 1.00000e+000 0.000 4.50799e-003 -48.936 0.00000e+000 180.000 1.10057e-005 138.395 6.66794e-006 -92.794 1.23428e-005 62.753 1.34145e-005 -84.123
4.8626e+008 8.64746e-002 49.800 0.00000e+000 0.000 4.45801e-001 0.399 0.00000e+000 0.000 4.09182e-001 142.190 1.00000e+000 0.000 4.46599e-003 -49.338 0.00000e+000 180.000 1.09305e-005 137.631 6.81810e-006 -92.822 1.21325e-005 62.742 1.30632e-005 -84.078
4.9770e+008 8.37606e-002 49.072 0.00000e+000 0.000 4.45823e-001 0.408 0.00000e+000 0.000 4.05937e-001 141.503 1.00000e+000 0.000 4.42339e-003 -49.750 0.00000e+000 180.000 1.08537e-005 136.861 6.97152e-006 -92.849 1.19305e-005 62.759 1.27176e-005 -84.033
5.0941e+008 8.11099e-002 48.338 0.00000e+000 0.000 4.45846e-001 0.416 0.00000e+000 0.000 4.02619e-001 140.811 1.00000e+000 0.000 4.38018e-003 -50.173 0.00000e+000 180.000 1.07753e-005 136.085 7.12827e-006 -92.875 1.17368e-005 62.804 1.23774e-005 -83.989
5.2140e+008 7.85216e-002 47.599 0.00000e+000 0.000 4.45870e-001 0.425 0.00000e+000 0.000 3.99228e-001 140.113 1.00000e+000 0.000 4.33636e-003 -50.605 0.00000e+000 180.000 1.06954e-005 135.303 7.28842e-006 -92.900 1.15515e-005 62.879 1.20426e-005 -83.945
5.3367e+008 7.59949e-002 46.854 0.00000e+000 0.000 4.45895e-001 0.434 0.00000e+000 0.000 3.95767e-001 139.410 1.00000e+000 0.000 4.29194e-003 -51.046 0.00000e+000 180.000 1.06140e-005 134.515 7.45205e-006 -92.924 1.13745e-005 62.984 1.17128e-005 -83.902
5.4623e+008 7.35289e-002 46.105 0.00000e+000 0.000 4.45921e-001 0.444 0.00000e+000 0.000 3.92236e-001 138.702 1.00000e+000 0.000 4.24693e-003 -51.496 0.00000e+000 180.000 1.05311e-005 133.722 7.61924e-006 -92.947 1.12060e-005 63.121 1.13879e-005 -83.859
5.5908e+008 7.11227e-002 45.351 0.00000e+000 0.000 4.45947e-001 0.453 0.00000e+000 0.000 3.88636e-001 137.990 1.00000e+000 0.000 4.20133e-003 -51.954 0.00000e+000 180.000 1.04469e-005 132.924 7.79008e-006 -92.969 1.10460e-005 63.290 1.10677e-005 -83.816
5.7224e+008 6.87757e-002 44.593 0.00000e+000 0.000 4.45975e-001 0.463 0.00000e+000 0.000 3.84969e-001 137.273 1.00000e+000 0.000 4.15516e-003 -52.420 0.00000e+000 180.000 1.03612e-005 132.122 7.96464e-006 -92.990 1.08947e-005 63.492 1.07521e-005 -83.773
5.8570e+008 6.64868e-002 43.831 0.00000e+000 0.000 4.46004e-001 0.473 0.00000e+000 0.000 3.81237e-001 136.552 1.00000e+000 0.000 4.10842e-003 -52.893 0.00000e+000 180.000 1.02743e-005 131.316 8.14301e-006 -93.009 1.07521e-005 63.726 1.04408e-005 -83.729
5.9948e+008 6.42555e-002 43.065 0.00000e+000 0.000 4.46034e-001 0.483 0.00000e+000 0.000 3.77441e-001 135.827 1.00000e+000 0.000 4.06113e-003 -53.372 0.00000e+000 180.000 1.01861e-005 130.507 8.32527e-006 -93.027 1.06184e-005 63.994 1.01338e-005 -83.683
6.1359e+008 6.20808e-002 42.297 0.00000e+000 0.000 4.46065e-001 0.493 0.00000e+000 0.000 3.73583e-001 135.099 1.00000e+000 0.000 4.01331e-003 -53.858 0.00000e+000 180.000 1.00968e-005 129.694 8.51153e-006 -93.044 1.04936e-005 64.294 9.83076e-006 -83.636
6.2803e+008 5.99621e-002 41.525 0.00000e+000 0.000 4.46098e-001 0.503 0.00000e+000 0.000 3.69667e-001 134.367 1.00000e+000 0.000 3.96498e-003 -54.350 0.00000e+000 180.000 1.00064e-005 128.878 8.70188e-006 -93.060 1.03779e-005 64.628 9.53167e-006 -83.587
6.4281e+008 5.78986e-002 40.752 0.00000e+000 0.000 4.46131e-001 0.514 0.00000e+000 0.000 3.65693e-001 133.633 1.00000e+000 0.000 3.91617e-003 -54.847 0.00000e+000 180.000 9.91494e-006 128.060 8.89641e-006 -93.075 1.02714e-005 64.995 9.23632e-006 -83.536
6.5793e+008 5.58894e-002 39.976 0.00000e+000 0.000 4.46166e-001 0.525 0.00000e+000 0.000 3.61665e-001 132.896 1.00000e+000 0.000 3.86689e-003 -55.348 0.00000e+000 180.000 9.82256e-006 127.241 9.09522e-006 -93.088 1.01742e-005 65.394 8.94460e-006 -83.481
6.7342e+008 5.39340e-002 39.199 0.00000e+000 0.000 4.46202e-001 0.535 0.00000e+000 0.000 3.57584e-001 132.157 1.00000e+000 0.000 3.81717e-003 -55.854 0.00000e+000 180.000 9.72932e-006 126.420 9.29841e-006 -93.099 1.00865e-005 65.824 8.65635e-006 -83.422
6.8926e+008 5.20314e-002 38.421 0.00000e+000 0.000 4.46240e-001 0.547 0.00000e+000 0.000 3.53454e-001 131.416 1.00000e+000 0.000 3.76704e-003 -56.363 0.00000e+000 180.000 9.63530e-006 125.598 9.50610e-006 -93.110 1.00084e-005 66.284 8.37146e-006 -83.358
7.0548e+008 5.01811e-002 37.642 0.00000e+000 0.000 4.46279e-001 0.558 0.00000e+000 0.000 3.49278e-001 130.674 1.00000e+000 0.000 3.71652e-003 -56.875 0.00000e+000 180.000 9.54061e-006 124.776 9.71838e-006 -93.119 9.94009e-006 66.774 8.08980e-006 -83.289
7.2208e+008 4.83821e-002 36.863 0.00000e+000 0.000 4.46319e-001 0.569 0.00000e+000 0.000 3.45057e-001 129.930 1.00000e+000 0.000 3.66566e-003 -57.390 0.00000e+000 180.000 9.44534e-006 123.953 9.93538e-006 -93.127 9.88159e-006 67.291 7.81125e-006 -83.212
7.3907e+008 4.66339e-002 36.084 0.00000e+000 0.000 4.46361e-001 0.581 0.00000e+000 0.000 3.40796e-001 129.186 1.00000e+000 0.000 3.61447e-003 -57.907 0.00000e+000 180.000 9.34957e-006 123.132 1.01572e-005 -93.133 9.83308e-006 67.834 7.53570e-006 -83.128
7.5646e+008 4.49355e-002 35.306 0.00000e+000 0.000 4.46405e-001 0.593 0.00000e+000 0.000 3.36497e-001 128.441 1.00000e+000 0.000 3.56301e-003 -58.425 0.00000e+000 180.000 9.25342e-006 122.312 1.03840e-005 -93.138 9.79468e-006 68.401 7.26305e-006 -83.035
7.7426e+008 4.32863e-002 34.528 0.00000e+000 0.000 4.46450e-001 0.605 0.00000e+000 0.000 3.32164e-001 127.695 1.00000e+000 0.000 3.51129e-003 -58.944 0.00000e+000 180.000 9.15697e-006 121.493 1.06158e-005 -93.142 9.76649e-006 68.990 6.99320e-006 -82.932
7.9248e+008 4.16855e-002 33.752 0.00000e+000 0.000 4.46497e-001 0.617 0.00000e+000 0.000 3.27800e-001 126.950 1.00000e+000 0.000 3.45935e-003 -59.464 0.00000e+000 180.000 9.06035e-006 120.676 1.08529e-005 -93.144 9.74862e-006 69.598 6.72605e-006 -82.815
8.1113e+008 4.01322e-002 32.977 0.00000e+000 0.000 4.46545e-001 0.630 0.00000e+000 0.000 3.23407e-001 126.205 1.00000e+000 0.000 3.40724e-003 -59.983 0.00000e+000 180.000 8.96364e-006 119.862 1.10952e-005 -93.145 9.74115e-006 70.224 6.46151e-006 -82.685
8.3022e+008 3.86258e-002 32.205 0.00000e+000 0.000 4.46596e-001 0.643 0.00000e+000 0.000 3.18990e-001 125.461 1.00000e+000 0.000 3.35499e-003 -60.502 0.00000e+000 180.000 8.86696e-006 119.051 1.13430e-005 -93.145 9.74418e-006 70.864 6.19951e-006 -82.539
8.4975e+008 3.71654e-002 31.435 0.00000e+000 0.000 4.46648e-001 0.656 0.00000e+000 0.000 3.14551e-001 124.717 1.00000e+000 0.000 3.30264e-003 -61.020 0.00000e+000 180.000 8.77041e-006 118.244 1.15964e-005 -93.143 9.75775e-006 71.516 5.93995e-006 -82.374
8.6975e+008 3.57503e-002 30.668 0.00000e+000 0.000 4.46702e-001 0.669 0.00000e+000 0.000 3.10095e-001 123.975 1.00000e+000 0.000 3.25022e-003 -61.536 0.00000e+000 180.000 8.67411e-006 117.441 1.18556e-005 -93.140 9.78193e-006 72.178 5.68278e-006 -82.187
8.9022e+008 3.43795e-002 29.904 0.00000e+000 0.000 4.46759e-001 0.682 0.00000e+000 0.000 3.05624e-001 123.234 1.00000e+000 0.000 3.19778e-003 -62.050 0.00000e+000 180.000 8.57816e-006 116.643 1.21206e-005 -93.136 9.81675e-006 72.846 5.42793e-006 -81.975
9.1116e+008 3.30523e-002 29.144 0.00000e+000 0.000 4.46817e-001 0.696 0.00000e+000 0.000 3.01142e-001 122.495 1.00000e+000 0.000 3.14535e-003 -62.561 0.00000e+000 180.000 8.48266e-006 115.850 1.23916e-005 -93.131 9.86225e-006 73.519 5.17534e-006 -81.734
9.3260e+008 3.17679e-002 28.388 0.00000e+000 0.000 4.46878e-001 0.709 0.00000e+000 0.000 2.96652e-001 121.758 1.00000e+000 0.000 3.09297e-003 -63.070 0.00000e+000 180.000 8.38774e-006 115.062 1.26688e-005 -93.125 9.91842e-006 74.193 4.92496e-006 -81.459
9.5455e+008 3.05254e-002 27.636 0.00000e+000 0.000 4.46941e-001 0.723 0.00000e+000 0.000 2.92157e-001 121.024 1.00000e+000 0.000 3.04069e-003 -63.574 0.00000e+000 180.000 8.29349e-006 114.281 1.29523e-005 -93.118 9.98527e-006 74.865 4.67675e-006 -81.145
9.7701e+008 2.93240e-002 26.888 0.00000e+000 0.000 4.47006e-001 0.737 0.00000e+000 0.000 2.87662e-001 120.291 1.00000e+000 0.000 2.98853e-003 -64.075 0.00000e+000 180.000 8.20003e-006 113.506 1.32423e-005 -93.109 1.00628e-005 75.534 4.43068e-006 -80.785
1.0000e+009 2.81627e-002 26.146 0.00000e+000 0.000 4.47074e-001 0.752 0.00000e+000 0.000 2.83168e-001 119.562 1.00000e+000 0.000 2.93654e-003 -64.571 0.00000e+000 180.000 8.10746e-006 112.738 1.35390e-005 -93.099 1.01510e-005 76.198 4.18672e-006 -80.372
1.0235e+009 2.70409e-002 25.408 0.00000e+000 0.000 4.47144e-001 0.766 0.00000e+000 0.000 2.78679e-001 118.835 1.00000e+000 0.000 2.88475e-003 -65.063 0.00000e+000 180.000 8.01588e-006 111.978 1.38424e-005 -93.089 1.02497e-005 76.853 3.94487e-006 -79.895
